code,prompt
"# Get the chip associated with the design's block.

# Retrieve the design block
block = design.getBlock()  

# Get the chip associated with the design block.
chip = block.getChip()  ",Give me the chip of a given block
"# Get the nets in a given block

# Get the design block
block = design.getBlock()

# Get all nets
nets = block.getNets()",Get all nets in a given block
design.getBlock().getName(),Get the name of the design block
"# Get the logic ports for a given block

# Get the design block
block = design.getBlock()

# Get all logic ports
logic_ports = block.getLogicPorts()",Get the logic ports for a given block
"# Get the location of all instances
# Get the design block
block = design.getBlock()

# Get all instances
insts = block.getInsts()

# Iterate through all instances
for inst in insts:
    # Print the instance name and its location
    print(inst.getName(), ""Location:"", inst.getLocation())",Get the location of all instances
"def is_instance_placed(instance_name):
    # Get the design block
    block = design.getBlock()

    # Get all instances
    insts = block.getInsts()

    # Iterate through all instances
    for inst in insts:
        # Check if the instance name matches the target instance
        if inst.getName() == instance_name:
            # Return the placement status of the instance
            return inst.isPlaced()

    # Return None if the instance is not found
    return None

# Call the function to check if 'FILLER_0_0_1' is placed
is_filler_placed = is_instance_placed('FILLER_0_0_1')",Check if the instance 'FILLER_0_0_1' placed or not
"def get_instance_children(instance_name):
    # Get the design block
    block = design.getBlock()

    # Get all instances
    insts = block.getInsts()

    # Iterate through all instances
    for inst in insts:
        # Check if the instance name matches the target instance
        if inst.getName() == instance_name:
            # Get the children instances of the target instance
            return inst.getChildren()

    # Return an empty list if the instance is not found or has no children
    return []

# Call the function to get the children of 'FILLER_0_0_1'
filler_children = get_instance_children('FILLER_0_0_1')",Get the children of 'FILLER_0_0_1' instance
"def get_net_with_max_capacitance(block, timing, corner):
    # Get all nets
    nets = block.getNets()
    # Initialize variables to track the net with the maximum capacitance
    max_cap_net = None
    max_cap = float('-inf')
    # Iterate over nets
    for net in nets:
        # Get the total capacitance of the net
        cap = timing.getNetCap(net, corner, timing.Max)
        # Check if the capacitance of the current net is greater than the maximum capacitance found so far
        if cap > max_cap:
            # Update the maximum capacitance and the corresponding net
            max_cap = cap
            max_cap_net = net
    # Return the name of the net with the maximum capacitance
    return max_cap_net.getName() if max_cap_net else None

# Example usage:
# Assuming `ord`, `timing`, and `corner` are initialized appropriately.
block = ord.get_db_block()
net_with_max_cap = get_net_with_max_capacitance(block, timing, corner)",Identify the nets with the highest capacitance
"def get_high_fanout_nets():
    # Get the design block
    block = ord.get_db_block()        
    # Get all nets
    nets = block.getNets()
    # Define the fanout threshold
    gt_fanout = 10
    # Initialize a list to store nets with fanout greater than the threshold
    net_fanout = []
    # Iterate over nets
    for net in nets:
        # Get the name of the net
        net_name = net.getName()
        # Initialize a list to store output pins
        output_pins = []
        # Get all ITerms associated with the net
        net_ITerms = net.getITerms()
        # Iterate over ITerms
        for net_ITerm in net_ITerms:
            # Check if the ITerm represents an input signal
            if net_ITerm.isInputSignal():
                # Get the name of the pin
                pin_name = design.getITermName(net_ITerm)
                # Append the pin name to the list of output pins
                output_pins.append(pin_name)
        # Check if the number of output pins exceeds the fanout threshold
        if len(output_pins) > gt_fanout:
            # Append the net name and its fanout to the list
            net_fanout.append([net_name, len(output_pins)])
    # Return the list of nets with fanout greater than the threshold
    return net_fanout

# Call the function
high_fanout_nets = get_high_fanout_nets()",Give me a list of nets with a fanout greater than 10
"# Get the design block
block = ord.get_db_block()
# Get all nets
nets = block.getNets()
# Initialize variables to store maximum fanout and its corresponding net
max_fanout = 0
# Lists to store net names and their corresponding fanouts
net_fanout_list = []
net_name_list = []
# Iterate over nets
for net in nets:
        # Get the name of the net
        net_name = net.getName()
        # Initialize a list to store output pins
        output_pins = []
        # Get all ITerms associated with the net
        net_ITerms = net.getITerms()
        # Iterate over ITerms
        for net_ITerm in net_ITerms:
                # Check if the ITerm represents an input signal
                if (net_ITerm.isInputSignal()):
                        # Get the name of the pin
                        pin_name = design.getITermName(net_ITerm)
                        # Append the pin name to the list of output pins
                        output_pins.append(pin_name)
         # Append the net name and its fanout to the respective lists
         net_name_list.append(net_name)        
         net_fanout_list.append(len(output_pins))
# Find the maximum fanout
max_fanout = max(net_fanout_list)
# Find the index of the net with the maximum fanout
max_fanout_index = net_fanout_list.index(max_fanout)
# Get the name of the net with the maximum fanout
max_fanout_net = net_name_list[max_fanout_index]
# Return the net with the maximum fanout
return max_fanout_net",Give me a list of nets with the maximum fanout 
"def get_unique_master_cell_names():
    # Get the design block
    block = ord.get_db_block()
    # Get all instances
    insts = block.getInsts()
    # Initialize a list to store unique name of library cell types
    masters_list = []
    # Iterate over instances
    for inst in insts:
        # Get the master associated with the instance
        mast = inst.getMaster()
        mast_name = mast.getName()        
        # Check if the library cell name is not already in the list
        if mast_name not in masters_list:
            # Append the library cell name to the list
            masters_list.append(mast_name)
    # Return the list of unique library cell names
    return masters_list

# Call the function
unique_masters = get_unique_master_cell_names()",List all the library cells used
"# Get the design block
block = ord.get_db_block()
# Get the total number of connections (nets)
total_connections = len(block.getNets())",Get the total number of connections (nets)
"def get_io_nets():
    # Get the design block
    block = design.getBlock()

    # Get all nets
    nets = block.getNets()

    # Initialize a list to store input/output nets
    io_nets = []

    # Iterate through all nets
    for net in nets:
        # Check if the net is an input/output net
        if net.isIO():
            # If it's an input/output net, add it to the list
            io_nets.append(net)

    # Return the list of input/output nets
    return io_nets

# Call the function
io_nets = get_io_nets()",get all the input output nets for a given block
"def get_output_pins():
    # Get the design block
    block = design.getBlock()

    # Get all instances
    insts = block.getInsts()

    # Initialize a list to store output pins
    output_pins_list = []

    # Iterate through all instances
    for inst in insts:
        # Get all input pins (ITerms) of the instance
        pins = inst.getITerms()
        # Iterate through all input pins
        for pin in pins:
            # Check if the pin is an output signal
            if pin.isOutputSignal():
                # If it's an output signal, add it to the list
                output_pins_list.append(pin)

    # Return the list of output pins
    return output_pins_list

# Call the function
output_pins = get_output_pins()",get a list of all the output pins
"def get_nets_for_instance(inst_name):
    # Get the design block
    block = design.getBlock()

    # Get all instances
    insts = block.getInsts()

    # Initialize a variable to store the nets of the instance
    nets = None

    # Iterate through all instances
    for inst in insts:
        # Check if the instance name matches the target instance
        if inst.getName() == inst_name:
            # Get all pins (ITerms) of the instance and extract their associated nets
            nets = [pin.getNet() for pin in inst.getITerms()]
            break

    # Return the nets of the instance
    return nets

# Call the function with the instance name '_411_'
instance_nets = get_nets_for_instance('_411_')",Give me all nets connecting to the instance '_411_'
"def get_instance_weights():
    # Get the design block
    block = design.getBlock()

    # Get all instances
    insts = block.getInsts()

    # Initialize a dictionary to store weights of instances
    inst_weight_dict = {}

    # Iterate through all instances
    for inst in insts:
        # Get the instance name
        name = inst.getName()
        # Check if the instance name is not already in the dictionary
        if name not in inst_weight_dict:
            # If not, add the instance name and its weight to the dictionary
            inst_weight_dict[name] = inst.getWeight()

    # Return the dictionary containing weights of instances
    return inst_weight_dict

# Call the function to get the instance weights
instance_weights = get_instance_weights()",get Weights of all the instances
"def get_instance_bbox_dimensions(inst_name='_411_'):
    # Get the design block
    block = design.getBlock()

    # Find the instance with the specified name
    inst = block.findInst(inst_name)

    # Get the length and width of the Bounding Box of the instance
    length = inst.getBBox().getLength()
    width = inst.getBBox().getWidth()

    # Return the length and width
    return (length, width)

# Call the function to get the length and width of the instance '_411_'
bbox_dimensions = get_instance_bbox_dimensions('_411_')",get length and width of the bounding Box of the instance ''_411_'
"def get_source_types_of_instances_at_level(level=1):
    # Get the design block
    block = design.getBlock()

    # Get all instances
    insts = block.getInsts()

    # Initialize a dictionary to store source types of instances at the specified level
    inst_src_type_dict = {}

    # Iterate through all instances
    for inst in insts:
        # Check if the instance is at the specified level
        if inst.getLevel() == level:
            # Add the instance name and its source type to the dictionary
            inst_src_type_dict[inst.getName()] = inst.getSourceType()

    # Return the dictionary containing source types of instances at the specified level
    return inst_src_type_dict

# Call the function to get source types of instances on level 1
lvl1_inst_src_type = get_source_types_of_instances_at_level(1)",get source type of all the instance on level 1
"# Set the placement status of the instance '_411_' to 'UNPLACED'

# Get the design block
block = design.getBlock()

# Find the instance with the specified name
inst = block.findInst('_411_')

# Set the placement status of the instance to 'UNPLACED'
inst.setPlacementStatus('UNPLACED')
",set the placement Status of the instance '_411_' to 'UNPLACED'
"# Get all the blockages

# Get the design block
block = design.getBlock()

# Return all blockages
blockages = block.getBlockages()",get all the blockages
"# Reset the tapcell in the design

# Get the tapcell in the design
tapcell = design.getTapcell()

# Reset the tapcell
tapcell.reset()",reset the tapcell in the design
"# Retrieve the capacitor-coupled segments

# Get the design block
block = design.getBlock()

# Return the capacitor-coupled segments
CCSegs = block.getCCSegs()",retrieve the capacitor-coupled segments
"def get_sites_of_rows():
    # Get the design block
    block = design.getBlock()

    # Get all rows
    rows = block.getRows()

    # Initialize a dictionary to store row names and their corresponding sites
    row_site_dict = {}

    # Iterate through all rows
    for row in rows:
        # Add the row name and its site to the dictionary
        row_site_dict[row.getName()] = row.getSite()

    # Return the dictionary containing row names and their sites
    return row_site_dict

# Call the function to get the sites of rows
row_sites = get_sites_of_rows()",get the sites of rows
"def get_row_site_dimensions():
    # Get the design block
    block = design.getBlock()

    # Get all rows
    rows = block.getRows()

    # Initialize a dictionary to store row names and their corresponding site dimensions
    row_site_dict = {}

    # Iterate through all rows
    for row in rows:
        # Check if the row has a site
        if row.getSite():
            # Add the row name and its site dimensions to the dictionary
            row_site_dict[row.getName()] = [row.getSite().getHeight(), row.getSite().getWidth()]

    # Return the dictionary containing row names and their site dimensions
    return row_site_dict

# Call the function to get row site dimensions
row_site_dimensions = get_row_site_dimensions()",get the height and width of the sites of each row
"# Get the location, orientation, direction, and spacing of rows

# Get the design block
block = design.getBlock()

# Get all rows
rows = block.getRows()

# Iterate through all rows
for i in range(len(rows)):
    row = rows[i]
    # Print row information
    print(""Row"", i, row.getName())
    print(""Location:"", row.getOrigin())
    print(""Rotation:"", row.getOrient())
    print(""Direction:"", row.getDirection())
    print(""Block spacing:"", row.getSpacing())
","get the location, rotation, direction and spacing of rows"
"def get_rows_with_hybrid_sites():
    # Get the design block
    block = design.getBlock()

    # Get all rows
    rows = block.getRows()

    # Initialize a list to store rows with hybrid sites
    hybrid_row_site = []

    # Iterate through all rows
    for i in range(len(rows)):
        row = rows[i]
        site = row.getSite()
        # Check if the site is hybrid
        if site.isHybrid():
            # Append the row and its site to the list
            hybrid_row_site.append((row, site))

    # Return the list of rows with hybrid sites
    return hybrid_row_site

# Call the function to get rows with hybrid sites
hybrid_rows = get_rows_with_hybrid_sites()",get the rows with hybrid sites
"def get_instances_and_halos():
    # Get the design block
    block = design.getBlock()

    # Get all instances
    insts = block.getInsts()

    # Initialize a dictionary to store instances and their halos
    inst_halos = {}

    # Iterate through all instances
    for inst in insts:
        # Add the instance name and its halo to the dictionary
        inst_halos[inst.getName()] = inst.getHalo()

    # Return the dictionary containing instances and their halos
    return inst_halos

# Call the function to get instances and their halos
instances_and_halos = get_instances_and_halos()",get all the instances and there halos
"def get_instances_and_regions():
    # Get the design block
    block = design.getBlock()

    # Get all instances
    insts = block.getInsts()

    # Initialize a dictionary to store instances and their regions
    inst_regions = {}

    # Iterate through all instances
    for inst in insts:
        # Add the instance name and its region to the dictionary
        inst_regions[inst.getName()] = inst.getRegion()

    # Return the dictionary containing instances and their regions
    return inst_regions

# Call the function to get instances and their regions
instances_and_regions = get_instances_and_regions()",get the instances and their respective regions
"def get_and_set_do_not_touch():
    # Get the design block
    block = design.getBlock()

    # Get all instances
    insts = block.getInsts()

    # Initialize a dictionary to store do not touch instances
    do_not_touch_elements = {}

    # Iterate through all instances
    for inst in insts:
        # Check if the instance is marked as do not touch
        if inst.isDoNotTouch():
            # Add the instance to the dictionary
            do_not_touch_elements[inst.getName()] = inst
        else:
            # Set do not touch to true for instances marked as false
            inst.setDoNotTouch(True)

    # Return the dictionary containing do not touch instances
    return do_not_touch_elements

# Call the function to get and set ""do not touch"" instances
do_not_touch_instances = get_and_set_do_not_touch()",get the all the do not touch instance and set do not touch to true if false for instances 
"def set_eco_create_and_destroy(inst_name):
    # Get the design block
    block = design.getBlock()

    # Find the instance by name
    inst = block.findInst(inst_name)

    # Set EcoCreate and EcoDestroy to true
    inst.setEcoCreate(True)
    inst.setEcoDestroy(True)

    # Return the modified instance
    return inst

# Call the function for instance '_411_'
modified_instance = set_eco_create_and_destroy('_411_')",set the EcoCreate and EcoDestroy for instance '_411_' true
"# Mark the first output nets of the instances '_411_' and 'input1'

# Get the design block
block = design.getBlock()

# Find the instances '_411_' and 'input1'
inst1 = block.findInst('_411_')
inst2 = block.findInst('input1')

# Mark the first output net of instance '_411_'
inst1.getFirstOutput().getNet().setMark(True)

# Mark the first output net of instance 'input1'
inst2.getFirstOutput().getNet().setMark(True)
",mark the first output nets of the instances '_411_' and 'input1'
"def get_rc_disconnected_nets():
    # Get the design block
    block = design.getBlock()

    # Get all the nets
    nets = block.getNets()

    # Initialize a list to store RC disconnected nets
    rc_disconnected_nets = []

    # Iterate through all the nets
    for net in nets:
        # Check if the net is RC disconnected
        if net.isRCDisconnected():
            # Add the net to the list
            rc_disconnected_nets.append(net)

    # Return the list of RC disconnected nets
    return rc_disconnected_nets

# Call the function to get RC disconnected nets
disconnected_nets = get_rc_disconnected_nets()",Get the nets that are disconnected from RC network
"def get_placement_boundary_points():
    # Hard-coded parameters
    block_name = '_411_'

    # Get the design block
    block = design.getBlock()

    # Find the instance with the specified name
    inst = block.findInst(block_name)

    # Get the library cell associated with the instance
    master = inst.getMaster()

    # Get the placement bounding box of the library cell
    placement_boundary = master.getPlacementBoundary()

    # Return the points of the placement bounding box
    return placement_boundary.getPoints()

# Call the function and store the result
boundary_points = get_placement_boundary_points()
print(boundary_points)",get the points of the placement bounding box of the library cell of the instance '_411_'
"# Clear user flags of instance '_411_'

# Get the design block
block = design.getBlock()

# Find the instance with name '_411_'
inst = block.findInst('_411_')

# Clear user flags 1, 2, and 3 of the instance
inst.clearUserFlag1()
inst.clearUserFlag2()
inst.clearUserFlag3()",clear user flags of instance '_411_'
"def check_end_cap_status():
    # Hard-coded parameter
    instance_name = '_411_'

    # Get the design block
    block = design.getBlock()

    # Find the instance with the specified name
    inst = block.findInst(instance_name)

    # Check if the instance is marked as an end cap
    return inst.isEndCap()

# Call the function and store the result
is_end_cap = check_end_cap_status()
print(is_end_cap)",Check if the instance '_411_' is marked as an end cap cell.
"def map_nets_to_wires():
    # Get the design block
    block = design.getBlock()

    # Get all nets
    nets = block.getNets()

    # Initialize a dictionary to store net-wire mappings
    net_wire_dict = {}

    # Iterate through all nets
    for net in nets:
        # Get the name of the net
        net_name = net.getName()
        
        # If the net name is not already in the dictionary, initialize an empty list
        if net_name not in net_wire_dict:
            net_wire_dict[net_name] = []
        
        # Append the wire connected to the net to the list in the dictionary
        net_wire_dict[net_name].append(net.getWire())

    # Return the net-wire dictionary
    return net_wire_dict

# Call the function and store the result
net_wire_mapping = map_nets_to_wires()
print(net_wire_mapping)",map nets to the wires
"def get_master_cell_mterms():
    # Hard-coded parameter
    instance_name = '_411_'

    # Get the design block
    block = design.getBlock()

    # Find the instance with the specified name
    inst = block.findInst(instance_name)

    # Get the MTerms of the master cell
    mterms = inst.getMaster().getMTerms()

    # Return the MTerms
    return mterms

# Call the function and store the result
master_cell_mterms = get_master_cell_mterms()
print(master_cell_mterms)",get the MTerms of the master cell of the instance '_411_'
"def get_iotypes_of_pins():
    # Hard-coded parameter
    instance_name = '_411_'

    # Get the design block
    block = design.getBlock()

    # Find the instance with the specified name
    inst = block.findInst(instance_name)

    # Get the MTerms of the master cell
    mterms = inst.getMaster().getMTerms()

    # Initialize a dictionary to store IoTypes
    iotype_dict = {}

    # Iterate through all MTerms
    for term in mterms:
        # Store the IoType of each term in the dictionary
        iotype_dict[term.getName()] = term.getIoType()

    # Return the dictionary containing IoTypes
    return iotype_dict

# Call the function and store the result
pin_iotypes = get_iotypes_of_pins()
print(pin_iotypes)",get the IoType of the pins of the instance '_411_'
"def get_non_core_instances():
    # Get the design block
    block = design.getBlock()

    # Get all instances in the block
    insts = block.getInsts()

    # Initialize an empty list for non-core instances
    inst_list = []

    # Iterate through all instances
    for inst in insts:
        # If the instance's master cell is not a core, add it to the list
        if not inst.getMaster().isCore():
            inst_list.append(inst)

    # Return the list of non-core instances
    return inst_list

# Call the function and store the result
non_core_instances = get_non_core_instances()
print(non_core_instances)",get the instances whose masters are not of type CORE
"def get_num_masks_per_layer():
    # Get the design block
    block = design.getBlock()

    # Get the technology information
    tech = block.getTech()

    # Get all layers
    layers = tech.getLayers()

    # Initialize a dictionary to store the number of masks for each layer
    num_masks = {}

    # Iterate through all layers
    for layer in layers:
        # Store the number of masks for each layer
        num_masks[layer.getName()] = layer.getNumMasks()

    # Return the dictionary containing the number of masks for each layer
    return num_masks

# Call the function and store the result
layer_masks = get_num_masks_per_layer()
print(layer_masks)",get the number of masks of each layer
"def get_clearance_measure():
    # Get the design block
    block = design.getBlock()

    # Get the technology information
    tech = block.getTech()

    # Return the clearance measure
    return tech.getClearanceMeasure()

# Call the function and store the result
clearance_measure = get_clearance_measure()
print(clearance_measure)",get the measure system
"def check_use_min_spacing():
    # Get the design block
    block = design.getBlock()

    # Get the technology information
    tech = block.getTech()

    # Return whether UseMinSpacingObs is set in the technology
    return tech.getUseMinSpacingObs()

# Call the function and store the result
use_min_spacing = check_use_min_spacing()
print(use_min_spacing)",Check LEF USEMINSPACING is set or not
"def get_rect_only_layers():
    # Get the design block
    block = design.getBlock()

    # Get the technology information
    tech = block.getTech()

    # Get all layers
    layers = tech.getLayers()

    # Initialize a list to store layers set as RectOnly
    rect_layers = []

    # Iterate through all layers
    for layer in layers:
        # Check if the layer is set as RectOnly
        if layer.isRectOnly():
            # Append the rectangle-only layer to the list
            rect_layers.append(layer)

    # Return the list of rectangle-only layers
    return rect_layers

# Call the function and store the result
rect_only_layers = get_rect_only_layers()
print(rect_only_layers)",Get the layers if they are set as isRectOnly
"def get_layer_aliases():
    # Get the design block
    block = design.getBlock()

    # Get the technology information
    tech = block.getTech()

    # Get all layers
    layers = tech.getLayers()

    # Initialize a dictionary to store the Alias of each layer
    layer_alias = {}

    # Iterate through all layers
    for layer in layers:
        # Store the Alias of each layer
        layer_alias[layer.getName()] = layer.getAlias()

    # Return the dictionary containing the Alias of all layers
    return layer_alias

# Call the function and store the result
layer_aliases = get_layer_aliases()
print(layer_aliases)",Get the alias of all the layers
"def set_layer_aliases():
    # Get the design block
    block = design.getBlock()

    # Get the technology information
    tech = block.getTech()

    # Get all layers
    layers = tech.getLayers()

    # Initialize a dictionary to store the Alias of each layer
    layer_alias = {}

    # Iterate through all layers
    for layer in layers:
        # Construct the Alias using the layer index
        alias = ""Layer "" + str(layer.getNumber())
        
        # Set the Alias of the layer
        layer.setAlias(alias)
        
        # Store the Alias of the layer in the dictionary
        layer_alias[layer.getName()] = alias

    # Return the dictionary containing the updated Alias of layers
    return layer_alias

# Call the function and store the result
updated_layer_aliases = set_layer_aliases()
print(updated_layer_aliases)","Set the Alias of the layers by the name convention ''layer i"" where i is the index of the layer"
"# Get LEF version

# Get the design block
block = design.getBlock()

# Get the technology information
tech = block.getTech()

# Return the LEF version of the technology
LefVersion = tech.getLefVersion()",Get LEF version
"# Get LEF version as a string

# Get the design block
block = design.getBlock()

# Get the technology information
tech = block.getTech()

# Return the LEF version of the technology as a string
LefVersionString = tech.getLefVersionStr()",Get LEF version as a string
"def get_layer_resistances():
    # Get the design block
    block = design.getBlock()

    # Get the technology information
    tech = block.getTech()

    # Get all layers
    layers = tech.getLayers()

    # Initialize a dictionary to store the resistance of each layer
    layer_resistance = {}

    # Iterate through all layers
    for layer in layers:
        # Get the resistance of the layer and store it in the dictionary
        layer_resistance[layer.getName()] = layer.getResistance()

    # Return the dictionary containing the resistance of each layer
    return layer_resistance

# Call the function and store the result
layer_resistances = get_layer_resistances()
print(layer_resistances)",Get the resistance of all the layers
"def get_layer_edge_capacitances():
    # Get the design block
    block = design.getBlock()

    # Get the technology information
    tech = block.getTech()

    # Get all layers
    layers = tech.getLayers()

    # Initialize a dictionary to store the edge capacitance of each layer
    layer_edge_capacitance = {}

    # Iterate through all layers
    for layer in layers:
        # Get the edge capacitance of the layer and store it in the dictionary
        layer_edge_capacitance[layer.getName()] = layer.getEdgeCapacitance()

    # Return the dictionary containing the edge capacitance of each layer
    return layer_edge_capacitance

# Call the function and store the result
layer_edge_capacitances = get_layer_edge_capacitances()",get edge capacitance of all the layers
"def get_upper_lower_layers(layer_name):
    # Get the design block
    block = design.getBlock()

    # Get the technology information
    tech = block.getTech()

    # Find the layer with the specified name
    layer = tech.findLayer(layer_name)

    # Return the upper and lower layer of the specified layer
    return (layer.getUpperLayer(), layer.getLowerLayer())

# Call the function and store the result with 'metal5' as the argument
upper_lower_layers = get_upper_lower_layers('metal5')",get the upper and lower layer of the layer 'metal5'
"def check_buffer_and_end_cap():
    # Hard-coded parameter
    instance_name = '_411_'

    # Get the design block
    block = design.getBlock()

    # Find the instance with the specified name
    inst = block.findInst(instance_name)

    # Get the master of the instance
    master = inst.getMaster()

    # Check if the design is buffer for the master and if the master is End Cap
    return design.isBuffer(master) and master.isEndCap()

# Call the function and store the result
buffer_and_end_cap_status = check_buffer_and_end_cap()",Check if instance '_411_' is buffer and if it is an End Cap cell
"def process_sequential_instances():
     target_inst_name = ""_411_""
    
    # Assuming `design.getBlock()` and similar functions are available in the environment
    block = design.getBlock(block_name)  # Get the block
    insts = block.getInsts()  # Get all instances

    seq_insts = []  # List to store sequential instances
    
    # Iterate through instances
    for inst in insts:
        master = inst.getMaster()  # Get the master of the instance
        
        # Check if the instance is '_411_'
        if inst.getName() == target_inst_name:
            # Make the master of instance '_411_' sequential
            master.setSequential(True)
        
        # Check if the master is of type sequential
        if master.isSequential():
            seq_insts.append(inst)
    
    # Return sequential instances
    return seq_insts

# Call the function
sequential_instances = process_sequential_instances()",Get the instances whose masters are of type sequential and make the master of instance '_411_' sequential
"def check_clocked_pins(inst_name):
    # Assuming `design.getBlock()` and similar functions are available in the environment
    block = design.getBlock()  # Get the block
    
    # Find the instance based on the provided name
    inst = block.findInst(inst_name)
    
    # Get all pins of the instance
    pins = inst.getITerms()

    clocked_ports = []  # List to store pins set as clocked
    
    # Check if any pin is set as clocked
    for pin in pins:
        if pin.isClocked():
            clocked_ports.append(pin)
    
    # Return clocked ports
    return clocked_ports

# Call the function with '_411_' as an argument
clocked_pins = check_clocked_pins('_411_')",Check if the instance '411' has any pin set as clocked
"# Display the location, orient, direction, and spacing of each row
block = design.getBlock()
rows = block.getRows()

# Print table header
print(""{:<15} {:<15} {:<15} {:<15}"".format(""Row Name"", ""Location"", ""Direction"", ""Spacing""))

# Print data in a table format
for row in rows:
    location = str(row.getOrigin())
    direction = str(row.getDirection())
    spacing = str(row.getSpacing())
    
    print(""{:<15} {:<15} {:<15} {:<15}"".format(row.getName(), location, direction, spacing))","Display the location, orient, direction, and spacing of each row"
"def get_rows_and_output_pins_by_orient(orient):
    # Assuming `design.getBlock()` and similar functions are available in the environment
    block = design.getBlock()  # Get the block
    rows = block.getRows()  # Get all rows
    insts = block.getInsts()  # Get all instances

    output_pins_dict = {}  # Dictionary to store output pins
    orient_rows = []  # List to store rows with the specified orientation

    # Iterate over rows to find those with the specified rotation orientation
    for row in rows:
        if row.getOrient() == orient:
            orient_rows.append(row)

    # Iterate over instances to find their output pins
    for inst in insts:
        if inst.getFirstOutput():
            output_pins_dict[inst.getName()] = inst.getFirstOutput()

    # Return the rows with the specified orientation and output pins of instances
    return (orient_rows, output_pins_dict)

# Call the function with 'MX' as the argument
orient_rows, output_pins_dict = get_rows_and_output_pins_by_orient('MX')",Get the rows with 'MX' rotation and get the instances and the first output pin of all instances.
"def get_instances_halos_and_regions():
    # Assuming `design.getBlock()` and similar functions are available in the environment
    block = design.getBlock()  # Get the block
    insts = block.getInsts()  # Get all instances

    inst_halo_region_dict = {}  # Dictionary to store instance names with their halos and regions

    # Iterate over instances to collect their halos and regions
    for inst in insts:
        inst_halo_region_dict[inst.getName()] = (inst.getHalo(), inst.getRegion())

    # Return the dictionary with instance names as keys and a tuple of halo net and region as values
    return inst_halo_region_dict

# Call the function
inst_halo_region_dict = get_instances_halos_and_regions()",Get all the instances and their halos and regions in a dictionary with the instance name as the key and a tuple of halo net and region as value
"def set_do_not_touch_and_eco_create_destroy(inst_name):
    # Assuming `design.getBlock()` and similar functions are available in the environment
    block = design.getBlock()  # Get the block
    insts = block.getInsts()  # Get all instances
    
    dnt_insts = []  # List to store 'Do Not Touch' instances

    # Iterate over instances to set 'Do Not Touch' for pads and collect 'Do Not Touch' instances
    for inst in insts:
        if inst.isPad():
            inst.setDoNotTouch(True)  # Set Do Not Touch to True for pad instances
        
        if inst.isDoNotTouch():
            dnt_insts.append(inst)  # Collect Do Not Touch instances
        
        # Set the EcoCreate and EcoDestroy for the specified instance to True
        if inst.getName() == inst_name:
            inst.setEcoCreate(True)
            inst.setEcoDestroy(True)

    # Return the list of 'Do Not Touch' instances
    return dnt_insts

# Call the function with '_411_' as an argument
dnt_insts = set_do_not_touch_and_eco_create_destroy('_411_')",Get the all the do not touch instances and set do not touch to true for pad instances and set the EcoCreate and EcoDestroy for instance '_411_' to True.
"def mark_first_output_and_set_rc_disconnected(inst_name1, inst_name2):
    # Assuming `design.getBlock()` and similar functions are available in the environment
    block = design.getBlock()  # Get the block

    # Find the instances by names
    inst1 = block.findInst(inst_name1)
    inst2 = block.findInst(inst_name2)

    # Mark the first output nets of the instances and set RC disconnected true for the nets
    inst1.getFirstOutput().getNet().setMark(True)
    inst2.getFirstOutput().getNet().setMark(True)

    # Set RC disconnected true for the net of the first output of the first instance
    inst1.getFirstOutput().getNet().setRCDisconnected(True)

    # Set RC disconnected true for the net of the first output of the second instance
    inst2.getFirstOutput().getNet().setRCDisconnected(True)

# Call the function with '_411_' and 'input1' as arguments
mark_first_output_and_set_rc_disconnected('_411_', 'input1')",Mark the first output nets of the instances '411' and 'input1' and set RC disconnected to True for the nets.
"def set_rc_disconnected_and_get_coordinates(inst_name):
    # Assuming `design.getBlock()` and similar functions are available in the environment
    block = design.getBlock()  # Get the block
    
    # Find the instance by name
    inst = block.findInst(inst_name)
    
    # Set RC disconnected true for the nets of the instance
    nets = [pin.getNet() for pin in inst.getITerms()]
    for net in nets:
        if net:
            net.setRCDisconnected(True)
    
    # If the instance is '_411_', get the placement coordinates of its master cell
    if inst.getName() == ""_411_"":
        placement_boundary = inst.getMaster().getPlacementBoundary()
        coordinates = {
            ""ul"": placement_boundary.ul(),
            ""ll"": placement_boundary.ll(),
            ""lr"": placement_boundary.lr(),
            ""ur"": placement_boundary.ur()
        }
        return coordinates

# Call the function with 'input1' to set RC disconnected and get coordinates for '_411_'
coordinates = set_rc_disconnected_and_get_coordinates('input1')","Set the RC disconnected true for the nets of the instance 'input1' and get the upper-left, lower-left, lower-right, upper-right coordinates of the placement bounding box of the master cell of the instance '411'."
"def clear_user_flags_and_get_placement_points(inst_name):
    # Assuming `design.getBlock()` and similar functions are available in the environment
    block = design.getBlock()  # Get the block
    
    # Find the instance by name
    inst = block.findInst(inst_name)
    
    # Get the placement bounding box of the master cell of the instance
    placement_boundary = inst.getMaster().getPlacementBoundary()
    
    # Get the points of the placement bounding box
    points = placement_boundary.getPoints()

    # Clear user flags 1, 2, and 3 of the instance
    inst.clearUserFlag1()
    inst.clearUserFlag2()
    inst.clearUserFlag3()

    # Return the points of the placement bounding box
    return points

# Call the function with '_411_' to clear user flags and get placement points
placement_points = clear_user_flags_and_get_placement_points('_411_')",Get the points of the placement bounding box of the master cell of the instance '411' and clear user flags of instance '_411_'.
