code,prompt
"# Get the design block 
block = design.getBlock()

# Find the instance named ""output52""
inst = block.findInst(""output52"")

# Get all pins (interface terms) of the instance
pins = inst.getITerms()

# Iterate through each pin of the instance
for pin in pins:
    # Get the net connected to the pin
    net = pin.getNet()
    
    # Check if a net is connected to the pin
    if net:
        # Print the net name
        print(""Net:"", net.getName())
        
        # Print the wire opcodes
        net.printWire()",Print the wire opcode information of the the nets connecting to the instance output52
"# Get the design block
block = design.getBlock()

# Find the instance named ""_706_""
inst = block.findInst(""_706_"")

# Get all pins (interface terms) of the instance
pins = inst.getITerms()

# Dictionary to store net names and their respective Cap node counts
net_cap_node_count = {}

# Iterate through each pin of the instance
for pin in pins:
    # Get the net connected to the pin
    net = pin.getNet()
    
    # Check if a net is connected to the pin
    if net:
        # Store the net name and its node capacitor count in the dictionary
        net_cap_node_count[net.getName()] = net.getCapNodeCount()

# Return the dictionary containing net names and their Cap node counts
return net_cap_node_count
","Get the node capacitor count of RC segments of the nets connecting to the instance _706_, and return the result as a dictionary with keys being net name, and values being node capacitor count  "
"# Get the design block
block = design.getBlock()

# Get all nets
nets = block.getNets()

# List to store nets that are RC graphs
rc_graph_nets = []

# Iterate through each net
for net in nets:
    # Check if the rc_graph flag set, and the flag is set when Rseg and CapNodes were created
    if net.isRCgraph():
        # Append the net to the list 
        rc_graph_nets.append(net)

# Return the list of nets that are RC graphs
return rc_graph_nets
","Get all the nets if their rc_graph flag is set, and return the result as a list"
"# Get the design block
block = design.getBlock()

# Find the instance named ""split30""
inst = block.findInst(""split30"")

# Get all pins (interface terms) of the instance
pins = inst.getITerms()

# Dictionary to store net names and their respective term counts
net_term_count = {}

# Iterate through each pin of the instance
for pin in pins:
    # Get the net connected to the pin
    net = pin.getNet()
    
    # Check if a net is connected to the pin
    if net:
        # Store the net name and the amount of pins and ports of this net in the dictionary
        net_term_count[net.getName()] = net.getTermCount()

# Return the dictionary containing net names and their amount of pins and ports
return net_term_count","Get the amount of pins and ports of the nets connecting to the instance ""split30"" and return it as a dictionary with net name being keys"
"# Get the design block
block = design.getBlock()

# Find the instance named ""clkbuf_0_clknet_2_3__leaf_clk""
inst = block.findInst(""clkbuf_0_clknet_2_3__leaf_clk"")

# Get all pins (interface terms) connecting to the instance
pins = inst.getITerms()

# Dictionary to store net names and their respective x-talk classes
net_X_Talk_class = {}

# Iterate through each pin of the instance
for pin in pins:
    # Get the net connected to the pin
    net = pin.getNet()
    
    # Check if a net is connected to the pin
    if net:
        # Store the net name and its x-talk class in the dictionary
        net_X_Talk_class[net.getName()] = net.getXTalkClass() 

# Return the dictionary containing net names and their x-talk classes
return net_X_Talk_class","Get the x-talk-class of the nets connecting to the instance ""clkbuf_0_clknet_2_3__leaf_clk"", as a dictionary with the net names as key values."
"# Get the design block
block = design.getBlock()

# Find the instance named ""rebuffer5""
inst = block.findInst(""rebuffer5"")

# Get all pins (interface terms) connecting to the instance
pins = inst.getITerms()

# Dictionary to store net names and their respective first BTerms
net_first_bterms = {}

# Iterate through each pin of the instance
for pin in pins:
    # Get the net connected to the pin
    net = pin.getNet()
    
    # Check if a net is connected to the pin
    if net:
        # Store the net name and its first BTerm in the dictionary
        net_first_bterms[net.getName()] = net.get1stBTerm()

# Return the dictionary containing net names and their first BTerms
return net_first_bterms","Get the first port of the nets connecting to the instance rebuffer5, as a dictionary with the net names as key values."
"# Get the design block
block = design.getBlock()

# Find the instance named ""input22""
inst = block.findInst(""input22"")

# Get all pins (interface terms) connecting to the instance
pins = inst.getITerms()

# Dictionary to store net names and their respective R segment counts
net_R_seg_count = {}

# Iterate through each pin of the instance
for pin in pins:
    # Get the net connected to the pin
    net = pin.getNet()
    
    # Check if a net is connected to the pin
    if net:
        # Store the net name and its R segment count in the dictionary
        net_R_seg_count[net.getName()] = net.getRSegCount()

# Return the dictionary containing net names and their R segment counts
return net_R_seg_count","Get the R segment count of the RC network connected to the nets of the instance input22, return the result as a dictionary with net names as key values."
"# Get the design block
block = design.getBlock()

# Find the instance named ""_686_""
inst = block.findInst(""_686_"")

# Get all pins (interface terms) of the instance
pins = inst.getITerms()

# Dictionary to store net names and their respective nondefault rule applied for wiring
net_non_default_rule = {}

# Iterate through each pin of the instance
for pin in pins:
    # Get the net connected to the pin
    net = pin.getNet()
    
    # Check if a net is connected to the pin
    if net:
        # Store the net name and the nondefault rule applied to this net for wiring in the dictionary, returns nullptr if there is no nondefault rule.
        net_non_default_rule[net.getName()] = net.getNonDefaultRule()

# Return the dictionary containing net names and their nondefault rule applied to this net for wiring
return net_non_default_rule",Get the nondefault rule applied to the nets connected to the instance _686_ as a dictionary with the net names as key values.
"# Get the design block
block = design.getBlock()

# Find the instance named ""_706_""
inst = block.findInst(""_706_"")

# Get all pins (interface terms) of the instance
pins = inst.getITerms()

# Dictionary to store net names and their respective zeroth R segments
net_zero_R_segment = {}

# Iterate through each pin of the instance
for pin in pins:
    # Get the net connected to the pin
    net = pin.getNet()
    
    # Check if a net is connected to the pin
    if net:
        # Store the net name and its zeroth R segment in the dictionary
        net_zero_R_segment[net.getName()] = net.getZeroRSeg()

# Return the dictionary containing net names and their zeroth R segments
return net_zero_R_segment",Get the zeroth R segment of the nets of the instance _706_ as a dictionary with the net names as key values.
"# Get the current design block
block = design.getBlock()

# Get the technology information
tech = block.getTech()

# Get all layers defined in the technology
layers = tech.getLayers()

# Dictionary to store layer directions with their names
layer_direction_dict = {}

# Dictionary to store upper and lower layers of the 'poly' layer
poly_upper_lower_layers = {}

# Iterate through each layer
for layer in layers:
    # Store the direction of the layer with its name in the dictionary
    layer_direction_dict[layer.getName()] = layer.getDirection()
    
    # If the layer name is 'poly', store its upper and lower layers
    if layer.getName() == ""poly"":
        poly_upper_lower_layers = {
            ""upper"": layer.getUpperLayer(),
            ""lower"": layer.getLowerLayer()
        }

# Create a result dictionary containing layer directions and 'poly' upper and lower layers
result = {
    ""layer_directions"": layer_direction_dict,
    ""poly"": poly_upper_lower_layers
}

# Return the result dictionary
return result","Get the routing directions of the layers with their names as keys and also get the layers above and below the layer with name 'poly'. Finally, return them as dict of dicts"
"# Get the current design block
block = design.getBlock()

# Get all nets
nets = block.getNets()

# Dictionary to store Capacitance Coupling Match Ratio of each net
net_cc_match_ratio = {}

# Iterate through each net and store its Capacitance Coupling Match Ratio
for net in nets:
    net_cc_match_ratio[net.getName()] = net.getCcMatchRatio()

# List of net names to set Capacitance Coupling Match Ratio to 1
nets = [""req_msg[13]"", ""clk""]

# Iterate through each net name in the list and set its Capacitance Coupling Match Ratio to 1
for net_name in nets:
    net = block.findNet(net_name)
    net.setCcMatchRatio(1)

# Return the dictionary containing Capacitance Coupling Match Ratio of each net
return net_cc_match_ratio
","Calculate the Capacitance Coupling Match Ratio for each net and organize the results into a dictionary. Use the net names as keys and their corresponding Capacitance Coupling Match Ratios as values. Additionally, ensure that the Capacitance Coupling Match Ratios for the nets named ""req_msg[13]"" and ""clk"" are set to 1."
"# Get the current design block
block = design.getBlock()

# Get the technology information
tech = block.getTech()

# Get the vias defined in the technology
vias = tech.getVias()

# Get the Via Count of the technology
via_count = tech.getViaCount()

# Set the Clearance Measure of the technology to 500
print(tech.getClearanceMeasure())

# Create a dictionary containing vias and the count of vias
result = {
    ""vias"": vias,
    ""count"": via_count
}

# Return the result dictionary
return result","Get the vias and via count as a dictionary with ""vias"" and ""count"" as keys, and print the Clearance Measure."
"# Get the current design block
block = design.getBlock()

# Get the technology information
tech = block.getTech()

# Get all layers defined in the technology file
layers = tech.getLayers()

# Dictionary to store areas of layers with their names
layer_area_dict = {}

# Iterate through each layer
for layer in layers:
    # Store the area of the layer with its name in the dictionary
    layer_area_dict[layer.getName()] = layer.getArea()

# Create a result dictionary containing layer area dictionary and list of layer names
result = {
    ""area_dict"": layer_area_dict,
    ""layer_names"": list(layer_area_dict.keys())
}

# Return the result dictionary
return result","Retrieve the layer names defined in the technology as a list and obtain the corresponding areas of these layers of the technology, associating each area with its respective layer name in a dictionary. Return this result encapsulated in a dictionary with ""area_dict"" representing the areas of the layers and ""layer_names"" representing the list of layer names."
"# Get the current design block
block = design.getBlock()

# Get the technology information
tech = block.getTech()

# Get the Via Count of the technology
via_count = tech.getViaCount()

# Get the Via Generate Rules of the technology
via_rules = tech.getViaGenerateRules()

# Get the current value of database units per micron and add 500
db_microns = block.getDbUnitsPerMicron() + 500

# Set the new value of database units per micron
tech.setDbUnitsPerMicron(db_microns)

# Create a dictionary containing via count, via rules, and the updated value of database units per micron
result = {
    ""count"": via_count,
    ""rules"": via_rules
}

# Return the result dictionary
return result","Retrieve the via count and via generate rules of the technology. Return the result as a dictionary with ""count"" and ""rules"" as keys for the via count and via generate rules, respectively."
"# Get the current design block
block = design.getBlock()

# Get all instances
insts = block.getInsts()

# Dictionary to store rotation of the instances whose library cells are of type 'NOR2_X1'
NOR_transform_orient = {}

# Iterate through each instance
for inst in insts:
    # Check if the library cell name is ""NOR2_X1""
    if inst.getMaster().getName() == ""NOR2_X1"":
        # Store the rotation of the instance
        NOR_transform_orient[inst.getName()] = inst.getTransform().getOrient()
    
    # Check if the instance name is ""_411_"" or ""input1""
    if inst.getName() == ""_411_"" or inst.getName() == ""input1"":
        # Mark the first output net of the instance
        inst.getFirstOutput().getNet().setMark(True)

# Return the dictionary containing orientation of instance
return NOR_transform_orient","Get the rotation of the instances whose library cells are of type 'NOR2_X1' and return as a dict with instance name as keys, and mark the first output nets of the instances '_411_' and 'input1'."
"# Get the current design block
block = design.getBlock()

# Get all instances
insts = block.getInsts()

# Iterate through each instance
for inst in insts:
    # Check if the master cell name contains ""NAND2_X1""
    if inst.getMaster().getName() == ""NAND2_X1"":
        # Invert the instance
        inst.getTransform().invert()
    
    # Check if the instance name is ""_411_"" or ""input1""
    if inst.getName() == ""_411_"" or inst.getName() == ""input1"":
        # Get the transform of the instance
        transform = inst.getTransform()
        # If the orientation is 'R0', set it to 'MX'; if 'MX', set it to 'R0'
        if transform.getOrient() == 'R0':
            transform.setOrient('MX')
        elif transform.getOrient() == 'MX':
            transform.setOrient('R0')",Invert the offset and the rotation of instances whose library cells are 'NAND2_X1' and set the orient of the instance '_411_' to 'R0' if 'MX' or 'MX' if 'R0'.
"# Get the current design block
block = design.getBlock()

# Find the instance '_411_'
inst = block.findInst('_411_')

# Set the orientation of the instance '_411_' to 'MX'
inst.getTransform().setOrient('MX')

# Get all instances
insts = block.getInsts()

# Dictionary to store halos of instances
inst_halos = {}

# Iterate through each instance
for inst in insts:
    # Store the halo of the instance in the inst_halos dictionary
    inst_halos[inst.getName()] = inst.getHalo()

# Return the dictionary containing halos of instances
return inst_halos",Set the orientation of the instance '_411_' to 'MX' and retrieve all the halos of instances. Return the result as a dictionary with each instance's name as the key mapped to their halo.
"# Get the current design block
block = design.getBlock()

# Get all instances
insts = block.getInsts()

# Get the technology information
tech = block.getTech()

# Get all layers defined in the technology
layers = tech.getLayers()

# Initialize lists to store non-core instances and vertical tech layers with capacitance
vertical_layers = []
non_core_insts = []

# Define the direction for the layers
direction = 'VERTICAL'

# Iterate through each instance
for inst in insts:
    # Check if instance is not core instance
    if not inst.getMaster().isCore():
        # Add the instance to the list of non-core instances
        non_core_insts.append(inst)

# Iterate through each layer in the technology
for layer in layers:
    # Check if the layer direction is VERTICAL
    if layer.getDirection() == direction:
        # Add the layer and its capacitance to the list of vertical layers
        vertical_layers.append((layer, layer.getCapacitance()))

# Return the list of non-core instances and horizontal layers with their capacitance
return (non_core_insts, horizontal_layers)",Get a list of all the non-core instances and a list of the vertical layers and their capacitance as a list of tuples.
"# Get the current design block
block = design.getBlock()

# Get all the instances
insts = block.getInsts()

# Find the instance with the name '_411_'
inst = block.findInst('_411_')

# Dictionary to store signal types in nets
signal_type_dict = {}

# Check if instance '411' is type ENDCAP or any of its subtypes
print(""End cap status of cell '_411_':"", inst.isEndCap())

# Loop through all instances
for inst in insts:
    # Check if any of the user flags are set to true
    if inst.getUserFlag1() or inst.getUserFlag2() or inst.getUserFlag3():
        # Set the level of the instance to 1
        inst.setLevel(1)
    
    # Check if the instance name is 'input1'
    if inst.getName() == ""input1"":
        # Get the nets connected to 'input1' instance
        nets = [pin.getNet() for pin in inst.getITerms()]
        
        # Iterate through each net
        for net in nets:
            # Check if the net exists
            if net:
                # Store the signal type of the net in the dictionary
                signal_type_dict[net.getName()] = net.getSigType()
        break

# Return the dictionary containing signal types in nets
return signal_type_dict","Check if the library cell of instance '_411_' is type ENDCAP and get all the instances whose user flags are set and set those instances to level 1, also get the signal types in the nets of instance 'input1'"
"# Set userFlags 1 and 3 true for instance '411' and retrieve the LEQ (Logic Equivalent) information associated with the library cell of instance '411'.

# Get the dsign block
block = design.getBlock()

# Find the instance '411'
inst = block.findInst(""_411_"")

# Set userFlags 1 and 3 true
inst.setUserFlag1()
inst.setUserFlag3()

# Get the library cell of instance '411'
master = inst.getMaster()

# Retrieve the LEQ information associated with the library cell
LEQ = master.getLEQ()

# Return LEQ
return LEQ",Set userFlags 1and 3 true for instance '411' and retrieves the LEQ (Logic Equivalent) information associated with the library cell of instance '411'.
"# Get the location of the instances whose library cell is 'AND2_X1' and get rotation of instance whose library cells are of type 'NAND2_X1'.

# Get the design block
block = design.getBlock()

# Get all instances
insts = block.getInsts()

# Dictionary to store offset of 'AND2_X1' instances and location of 'NAND2_X1' instances
offset_dict_AND = {}
orient_dict_NAND = {}

# Iterate through instances
for inst in insts:
    # Check if the master cell name contains 'AND2_X1'
    if inst.getMaster().getName() == ""AND2_X1"":
        # Get transform and store offset
        transform = inst.getTransform()
        offset_dict_AND[inst.getName()] = transform.getOffset()
    
    # Check if the master cell name contains 'NAND2_X1'
    if inst.getMaster().getName() == ""NAND2_X1"":
        # Get transform and store location
        transform = inst.getTransform()
        orient_dict_NAND[inst.getName()] = transform.getOrient()

# Return dictionaries of offsets and locations
return (offset_dict_AND, orient_dict_NAND)",Get the location of the instances whose library cell is 'AND2_X1' as a dicitonary with instance names as keys and get rotation of instance whose library cells are of type 'NAND2_X1'.
"# Set all the COVER master cells to frozen

# Get the design block
block = design.getBlock()

# Get all instances
insts = block.getInsts()

# Iterate through instances
for inst in insts:
    # Get the master of the instance
    master = inst.getMaster()        
    # Check if the master is of type COVER
    if master.isCover():
        # Set the COVER master cell to frozen so dbMTerms cannot be added or delete from the master
        master.setFrozen()",set all the COVER master cells to frozen
"# Invert transforms of the instances whose master cells are 'NAND2_X1' 
# and get the offset of the transform of instance '411' and 'input1'.

# Get the design block
block = design.getBlock()

# Get all instances
insts = block.getInsts()

# Dictionary to store offset of transforms for instances '_411_' and 'input1'
inst_transform_offset = {}

# Iterate through instances
for inst in insts:
    # Check if the master cell name is 'NAND2_X1'
    if inst.getMaster().getName() == ""NAND2_X1"":
        # Get transform and invert
        transform = inst.getTransform()
        transform.invert()
    
    # Check if instance name is '411' or 'input1'
    if inst.getName() == '_411_' or inst.getName() == 'input1':
        # Get transform and store offset
        transform = inst.getTransform()
        inst_transform_offset[inst.getName()] = transform.getOffset()

# Return dictionary containing offsets for instances '411' and 'input1'
return inst_transform_offset","Invert the location and rotation of instances whose library cells are 'NAND2_X1'. Then, retrieve the location of the instances '_411_' and 'input1' and return them as a dictionary with the instance names as keys and their respective location as values."
"# Get All the nets of the instances whose signal type is ""SIGNAL"" and get all the blockages.

# Get the design block
block = design.getBlock()

# Get all instances
insts = block.getInsts()

# List to store nets with signal type 'SIGNAL'
nets = []

# Iterate through instances
for inst in insts:
    # Get all pins of the instance
    pins = inst.getITerms()
    # Iterate through pins
    for pin in pins:
        # Check if the signal type is 'SIGNAL'
        if pin.getSigType() == 'SIGNAL':
            # Add the net to the list
            nets.append(pin.getNet())

# Get all blockages in the block
blockages = block.getBlockages()

# Return a tuple containing the list of nets and blockages
return (nets, blockages)","Get a list of all the nets of the instances whose signal type is ""SIGNAL"" and get all the blockages. Return the result as a tuple"
"# Get the design block
block =design.getBlock()

# Reset the tapcell in the design
tapcell = design.getTapcell()
tapcell.reset()

# Retrieve the coupling capacitance segments
coupling_segments = block.getCCSegs()

# Return the coupling capacitance segments
return coupling_segments",Reset the tapcell in the design and retrieve the coupling capacitance segments of the design block.
"# Get the list of hierarchical filler cell instances.

# Get the design block
block = design.getBlock()

# Get all instances
insts = block.getInsts()

# List to store hierarchical instances with filler cells
inst_list = []

# Iterate through instances
for inst in insts:
    # Check if the instance is hierarchical and its master is a filler cell
    if inst.isHierarchical() and inst.getMaster().isFiller():
        inst_list.append(inst)

# Return hierarchical instances with filler cells
return inst_list",Get the list of hierarchical filler cell instances.
"# Get the resistor segments and get the sites of rows
block = design.getBlock()
resistor_segments = block.getRSegs()

# Get the sites of rows
rows = block.getRows()
hybrid_rows = {}
for row in rows:
    if row.getSite().isHybrid():
        hybrid_rows[row] = row.getSite()

# Return resistor segments and hybrid rows
return (resistor_segments, hybrid_rows)
","Get the resistor segments and a dictionary of the hybrid sites of the rows, with the row as the key and the site as the value."
"# Get source type of all the instance on level 1 with filler cells and set the placement Status of the instance 'input1' to 'UNPLACED'.

# Get the design block
block = design.getBlock()

# Get all instances
insts = block.getInsts()

# Dictionary to store source types
source_dict = {}

# Iterate through instances
for inst in insts:
    # Check if the instance's master is a filler cell and it is set as level 1
    if inst.getMaster().isFiller() and inst.getLevel() == 1:
        # Get and store the source type
        source_dict[inst.getName()] = inst.getSourceType()
    
    # Check if the instance is 'input1' and set its placement status to 'UNPLACED'
    if inst.getName() == ""input1"":
        inst.setPlacementStatus('UNPLACED')

# Return source types
return source_dict
","Get source type of all the filler cell instances set as level 1 as a dictionary with inst name as keys. Also, set the placement status flag of the instance 'input1' to 'UNPLACED'."
"# Set the alias of the layers by the naming convention ''LayerXi"" where i is the index of the layer and get the status of USEMINSPACING for pins in LEF. return the results as a dict with each requirement as key names.

# Get the design block
block = design.getBlock()

# Get the technology information
tech = block.getTech()

# Get all layers
layers = tech.getLayers()

# Initialize a dictionary to store the Alias of each layer
layer_alias = {}

# Iterate through all layers
for layer in layers:
    # Construct the Alias using the layer index
    alias = ""LayerX"" + str(layer.getNumber())
    
    # Set the Alias of the layer
    layer.setAlias(alias)
    
    # Store the Alias of the layer in the dictionary
    layer_alias[layer.getName()] = alias
    
# Get the status of USEMINSPACING for pins in LEF
min_spacing_pin = tech.getUseMinSpacingPin()

# Return the dictionary containing the updated Alias of layers
return {
    ""Alias"": layer_alias,
    ""min_spacing_pin"": min_spacing_pin
}","Set the alias of the layers by the naming convention ''LayerXi"" where i is the index of the layer and get the status of USEMINSPACING for pins in LEF. return the results as a dict with each requirement as key names."
"# Get the current block of the design
block = design.getBlock()

# Find the instances '_411_' and 'input1'
inst1 = block.findInst('_411_')
inst2 = block.findInst('input1')

# Get the library cells of the instances
master1 = inst1.getMaster()
master2 = inst2.getMaster()

# Get the MTerms of the library cell of the instance '_411_'
mterms1 = master1.getMTerms()

# Get the MTerms of the library cell of the instance 'input1'
mterms2 = master2.getMTerms()

# List to store input MTerms of the instance 'input1'
input_mterms = []

# Iterate through each MTerm of the instance 'input1'
for mterm in mterms2:
    # Check if the IoType is 'INPUT'
    if mterm.getIoType() == 'INPUT':
        # Append the MTerm to the list of input MTerms
        input_mterms.append(mterm)

# Return a tuple containing MTerms of the library cell of instance '_411_' and input MTerms of instance '_411_'
return (mterms1, input_mterms)",Get the MTerms of the library cell of the instance '_411_' and get the list of mterms of the instance 'input1' whose IoType is 'INPUT'. Return the results as a tuple
"# Get the current block of the design
block = design.getBlock()

# Get the technology information
tech = block.getTech()

# Get the LEF version of the technology
lef_version = tech.getLefVersion()

# get clearance measure of the technology
clearance_measure = tech.getClearanceMeasure()

# Set Db units per micron to 1500 for the chip
tech.setDbUnitsPerMicron(1500)

# Return the clearance measure and the LEF version of the technology
return (clearance_measure, lef_version)",Get the clearance measure and set the Db units per micron to 1500 to the chip and get Lef version. return the result as a tuple.
"# Get the current block of the design
block = design.getBlock()

# Get the technology information
tech = block.getTech()

# Find the layer 'metal5' in the technology
layer = tech.findLayer('metal5')

# Get the upper and lower layers of the layer 'metal5'
upper_lower_layer = {
    ""upper"": layer.getUpperLayer(),
    ""lower"": layer.getLowerLayer()
}

# Get the top layer of the IO Placer object of the design
iop = design.getIOPlacer()
iop_top_layer = iop.getTopLayer()

# Return a tuple containing the upper and lower layer of 'metal5' and the top layer used for the IO pin placer
return (upper_lower_layer, iop_top_layer)","Retrieve the upper and lower layers of the 'metal5' layer and encapsulate them in a dictionary with ""upper"" and ""lower"" as keys. Additionally, retrieve the setting of the top layer used for the IO pin placer. Return the results as a tuple."
"# Get the design block
block = ord.get_db_block()
# Get all instances
insts = block.getInsts()
# Initialize a list to store output pins without nets
output_pin_wout_net = []
# Iterate over instances
for inst in insts:
        # Get all pins of the instance
        pins = inst.getITerms()
        # Iterate over pins
        for pin in pins:
                # Check if the pin is an output signal
                if pin.isOutputSignal():
                        # Get the net connected to the pin
                        nets = pin.getNet()
                        # Check if the pin has no net connected
                        if nets == None:
                                # Append the pin to the list
                                output_pin_wout_net.append(pin)
# Check if there are no output pins without nets
if len(output_pin_wout_net) == 0:
    return True
else:
    return False        ",Check if all the output pins of all instances have a valid net connection
"# Get the design block
block = ord.get_db_block()
# Get all instances
insts = block.getInsts()
# Initialize a list to store input pins without nets
input_pin_wout_net = []
# Iterate over instances
for inst in insts:
        # Get all pins of the instance
        pins = inst.getITerms()
        # Iterate over pins
        for pin in pins:
                # Check if the pin is an input signal
                if pin.isInputSignal():
                        # Get the net connected to the pin
                        nets = pin.getNet()
                        # Check if the pin has no net connected
                        if nets == None:
                                # Append the pin to the list
                                input_pin_wout_net.append(pin)
# Check if there are no input pins without nets
if len(input_pin_wout_net) == 0:
    return True
else:
    return False",Check if all the input pins of all instances have a valid net connection
"# Get the design block
block = ord.get_db_block()
# Find the instance ""_split30_""
inst = block.findInst(""_split30_"")
# Set the instance as don't touch type
inst.setDoNotTouch(True)","Set the instance ""_split30_"" as don't touch type"
"# Get the design block
block = ord.get_db_block()
# Find the instance ""_split30_""
inst = block.findInst(""_split30_"")
# Set the instance as don't touch type
inst.setDoNotTouch(False)","Reset the instance ""_split30_"" as don't touch type"
"# Get the design block
block = ord.get_db_block()
# Get all instances
insts = block.getInsts()
# Create a list to store pin names
pin_name_list = []
# Loop through all instances
for inst in insts:
    # Get the pins of this instance
    inst_ITerms = inst.getITerms()
    # Loop through all pins
    for ITerm in inst_ITerms:
        # Append pin names to the list
        pin_name_list.append(design.getITermName(ITerm))
return pin_name_list",Get the name of every pin
"# Get the placement status of all instances

# Get the design block
block = design.getBlock()

# Get all instances
insts = block.getInsts()

# Initialize a list to store unplaced instances
unplaced_instances = []

# Iterate through all instances
for inst in insts:
    # Print the instance name and its placement status
    print(inst.getName(), inst.getPlacementStatus())
    # Check if the instance is not placed
    if not inst.isPlaced():
        # If the instance is not placed, add it to the list of unplaced instances
        unplaced_instances.append(inst)

# Return the list of unplaced instances
return unplaced_instances
",get the all the unplaced instance as a list
"# Get the design block
block = ord.get_db_block()
# Get instances from
insts = block.getInsts()
# Initialize a dictionary to store instances with MUX2_X2 master
mux_ins_dict = {}

# Iterate over instances
for inst in insts:
        # Get the master of the instance
        mast = inst.getMaster()
        # Check if the master is MUX2_X2 
        if 'MUX2_X2' == mast.getName():
                # Check if instance name is already in the dictionary
                if inst.getName() not in mux_ins_dict:
                        mux_ins_dict[inst.getName()] = [mast.getName()]
                else:
                        mux_ins_dict[inst.getName()].append(mast.getName())

# Return the dictionary
return mux_ins_dict","Return a dictionary with the keys being the names of all MUX2_X2 cells, and the values being the name of the library cell"
"# Get the nets of all input pins

# Get the design block
block = design.getBlock()

# Get all instances
insts = block.getInsts()

# Initialize a list to store nets of input pins
input_net_list = []

# Iterate through all instances
for inst in insts:
    # Get all input pins (ITerms) of the instance
    pins = inst.getITerms()
    # Iterate through all input pins
    for pin in pins:
        # Check if the pin is an input signal
        if pin.isInputSignal():
            # If it's an input signal, add its net to the list
            input_net_list.append(pin.getNet())

# Return the list of nets of input pins
return input_net_list",Get the nets of all input pins
"# Get the nets of all output pins

# Get the design block
block = design.getBlock()

# Get all instances
insts = block.getInsts()

# Initialize a list to store nets of output pins
output_net_list = []

# Iterate through all instances
for inst in insts:
    # Get all input pins (ITerms) of the instance
    pins = inst.getITerms()
    # Iterate through all input pins
    for pin in pins:
        # Check if the pin is an output signal
        if pin.isOutputSignal():
            # If it's an output signal, add its net to the list
            output_net_list.append(pin.getNet())

# Return the list of nets of output pins
return output_net_list",get the nets of all output pins
"# Get each net's fanout count, in the form of a dictionary, with net name as key and number of fanout as value
# Get the design block
block = design.getBlock()

# Get all instances
insts = block.getInsts()

# Initialize a dictionary to store fanout information
fanout_dict = {}

# Iterate through all instances
for inst in insts:
    # Get all pins (ITerms) of the instance
    pins = inst.getITerms()
    # Iterate through all pins
    for pin in pins:
        # Get the net associated with the pin
        net = pin.getNet()
        # Get the name of the net
        name = net.getName() if net else None
        # Check if the pin is an input signal
        if pin.isInputSignal():
            # If it's an input signal, increment the fanout count for the net
            if name in fanout_dict:
                fanout_dict[name] += 1
            else:
                fanout_dict[name] = 1
        else:
            # If it's not an input signal, initialize the fanout count for the net to 0
            if name not in fanout_dict:
                fanout_dict[name] = 0

# Return the fanout dictionary
return fanout_dict","Get each net's fanout count, in the form of a dictionary, with net name as key and number of fanout as value"
"# Get all the instances on level 0

# Get the design block
block = design.getBlock()

# Get all instances
insts = block.getInsts()

# Level to filter instances
level = 0

# Initialize a list to store instances on the specified level
insts_on_level = []

# Iterate through all instances
for inst in insts:
    # Check if the instance's level matches the specified level
    if inst.getLevel() == level:
        # If it's on the specified level, add it to the list
        insts_on_level.append(inst)

# Return the list of instances on the specified level
return insts_on_level",Get all the instances on level 0
"# Get the current design block from the OpenROAD database
block = ord.get_db_block()
# Find the instance with name 'input1' as mentioned in the prompt
inst = block.findInst('input20')
# Set the orientation of the instance as ""R0""
inst.setOrient('R0')",Set the orientation of an instance 'input20' as 'R0'
"# Get the output pins of the instance 'output53'

# Get the design block
block = design.getBlock()

# Get all instances
inst = block.findInst('output53')

# Initialize a variable to store the output pin
output_pins = []

# Get all input pins (ITerms) of the instance
pins = inst.getITerms()

# Iterate through all input pins
for pin in pins:
    # Check if the pin is an output signal
    if pin and pin.isOutputSignal() :
        # If it's an output signal, store it as the output pin
        output_pins.append(pin)

# Return the output pin of the specified instance
return output_pins",get the output pins of the instance 'output53'
"# Get the design block
block = design.getBlock()

# Get all instances
insts = block.getInsts()

# Initialize a list to store instances with pins set as clocked
clock_insts = []

# Iterate through all instances
for inst in insts:
    
    pins = inst.getITerms()
    for pin in pins:
        if pin.isClocked():
            clock_insts.append(inst)

# Return the list of instances with pins set as clocked
return clock_insts",get the instances that have pins set as clocked
"# Get all the pins whose 'IO type' is 'INPUT'.

# Get the design block
block = design.getBlock()

# Get all pins (ITerms)
pins = block.getITerms()

# Initialize a list to store input pins
input_pins = []

# Iterate through all pins
for pin in pins:
    # Check if the pin's IO type is INPUT
    if pin.getIoType() == 'INPUT':
        # If it's an input pin, add it to the list
        input_pins.append(pin)

# Return the list of input pins
return input_pins",Get all the pins whose 'IO type' is 'INPUT'.
"# Get the current design block from the OpenROAD database
block = ord.get_db_block()
# Get the DB units per micron
return block.getDbUnitsPerMicron()",Convert 1 micron to units used in this technology in OpenROAD
"# Get the current design block from the OpenROAD database
block = ord.get_db_block()
# Get the DB units per micron
return block.getDbUnitsPerMicron()",Convert 1 micrometer to units used in this technology in OpenROAD
